sentence	label
hed emerged victorious from that series of ever-escalating brutal engagements , the last of which had culminated in nineteen corpses beheaded or shot execution-style in culiacan over a three month period .	1
the sinaloa cartel was one of the most powerful in the world , and for some time had nurtured aspirations of expanding its lethal tentacles into jalisco , the neighboring state to the south salazars home turf .	1
the sinaloa cartel controlled much of the marijuana produced in mexico and had grown to be the largest cocaine and heroin trafficking entity in the world , handling over seventy percent of all colombian product that made it into the u.s. salazars operation was considerably smaller , but the brutality of his tactics made him a difficult adversary to encroach upon ; after ten years of unsuccessful attempts to execute him , an uneasy truce now held sway .	1
the lush , planted areas of the compound were lavishly appointed .	1
the beachside pool decks verdant landscaping was circled with the flicker of tiki torches placed there for the big event that was just getting underway .	1
an eighteen-piece mariachi band in full regalia had assembled by the massive palapa over the hotel-sized outdoor pool bar .	1
the musicians aired their traditional music for the guests , who were almost exclusively children and their mothers .	1
it was salazars oldest sons seventh birthday ; the party was an important event .	1
attendees had come from as far as mexico city to honor julio juniors big day .	1
there was a giddy sense of privilege and wealth in the festivities the boy had been presented with a pony , along with every imaginable video game and technological miracle a young man could wish for .	1
clowns and acrobats japed and tumbled around the sidelines , performing astounding feats of dexterity and contortionism amid long bursts of yellow flame from a troupe of fire-breathers .	1
peals of adolescent laughter punctuated the melody of strumming guitars and blaring horns and violins , while the women circled the childrens area clutching pia coladas and daiquiris in their lavishly bejeweled hands .	1
all the guests knew one another salazars social circle was small and exclusive .	1
off to the side , salazar and a handful of his closest male friends and associates stood beside a fifteen-foot-diameter fire pit , smoking cuban cigars and drinking five-hundred dollar tequila from brandy snifters as they discussed business in hushed tones , occasionally glancing a watchful eye over their wives and offspring .	1
